tweet_asli,tweet_after_prepros,sentiment
    dikit dikit tolol dikit dikit fomo lu yang goblok anjing masak dengan pemain yang banyak main di liga eropa lawan china ama bahrain aja ngak bisa diatasnya pelatih juga kepala batu belajar bahasa inggris aja ngak mau ngelatih timnas kan ga sesibuk ngelatih klub,dikit dikit tolol dikit dikit fomo bodoh anjing masak main main liga eropa lawan china bahrain atas latih kepala batu ajar bahasa inggris ngelatih timnas sibuk ngelatih klub,Negatif
 qatar yg punya akademi dari 2004 aja bisa lolos pildun karna faktor tuan rumah lah ini timnas yg baru kemarin sore kebentuk minta langsung lolos pd piala asia aja baru lolos 5x kali,qatar akademi 2004 lolos pildun faktor tuan rumah timnas kemarin sore bentuk langsung lolos piala asia lolos 5x kali,Negatif
 jauh beda kelasnya. akurasi umpan 90%. body balance kuat bgt tau cara lepas dari press tau cara main yg efektif tau segala macam cara utk main dg rapi. jauh lah.. kebantai dg kenyataan kl timnas msh naik levelnya blm sejauh itu.,beda kelas akurasi umpan 90 body balance kuat banget lepas press main efektif main rapi bantai nyata timnas level,Negatif
perasaan yg kita rasakan ketika timnas indonesia kalah adalah rasa yg sama dirasakan fans mu ketika tim kebanggaannya kalah lalu dibicarakan banyak orang.,asa rasa timnas indonesia kalah rasa fan mu tim bangga kalah bicara orang,Negatif
   masuk gus leres ngendikanipun panjenengan. ribet2 ngejar pemain naturalisasi nek mung dikon juara aff yo rugi lagipula masih ada u-20 atau u-23 yang bisa dikasih jatah main di aff. timnas utama meremehkan aff untuk saat ini sangatlah wajar dan bisa dimaklumi,masuk gus les ngendikanipun panjenengan ribet2 ngejar main naturalisasi nek mung dikon juara aff iya rugi lagipula u20 u23 kasih jatah main aff timnas utama remeh aff wajar maklum,Negatif
blue samurai ï¸ blue godzilla ï¸ bukan timnas yang mainnya jelek lawannya aja yang terlalu kuat bak godzilla 5 match tersisa untuk dapatkan lebih banyak poin #menolakmenyerah https://t.co/jy1v070lyv,blue samurai blue godzilla timnas main jelek lawan kuat bak godzilla 5 match sisa dapat poin,Negatif
     lu ga tau pak erick bilang dia mau keluar pssi jika timnas kalah terus. lu sekarang pilih lebih baik pak erick atau sty yg mengundurkan diri?,erick bilang pssi timnas kalah pilih erick sty undur,Negatif
 kelas timnas kita sebatas menguasai asean pak itu sudah lebih dari cukup,kelas timnas batas kuasa asean,Negatif
selain itu rr menjadi pemain dengan tackle terbanyak semalam. boleh jadi timnas kita kalah tapi di ruang ganti jepang sangat-sangat mungkin mitoma ngomongin pemain baju merah dengan nomor 5 https://t.co/qz724aa0uh,rr main tackle malam timnas kalah ruang ganti jepang sangatsangat mitoma omong main baju merah nomor 5,Negatif
 sumpah gereget banget baca komentar orang2. timnas jepang bisa sebagus itu mainnya karena udah dari lama terbentuknya. lah kita progressnya aja baru beberapa tahun belakangan. dulu aja levelnya masih mentok sea games di mana timnas jepang pas itu levelnya udah pildun.,sumpah gereget banget baca komentar orang timnas jepang bagus main bentuk progressnya level mentok sea games timnas jepang pas level pildun,Positif
ijin off soalnya timnas kalah,ijin off timnas kalah,Negatif
  iya makanya dipanggil timnas,iya panggil timnas,Negatif
 banyak alasan coach.. skema permainan saja nga keliatan sama sekali. kalah sblm bertanding iya. bukan baru ini permainan timnas jelek. sblm2nya jg monoton. lawan cina saja kalah,alas coach skema main kalah tanding iya main timnas jelek sblm2nya monoton lawan cina kalah,Negatif
 tetep smangat timnas indonesia,semangat timnas indonesia,Netral
 suporter timnas mana bisa begini kampungan semua udah gitu tukang nyampah wkwkwkwk,suporter timnas kampung tukang sampah wkwkwkwk,Negatif
cuma kurangi ekpetasi terhadap timnas indo gaes inget lawan kita semalem tu nomer 15 rank fifa dunia,kurang ekpetasi timnas indonesia gaes lawan semalem nomer 15 rank fifa dunia,Negatif
ekspetasi ketinggian sih org dimana mana butuh berproses. yg paling rendah dulu aja lah bawakan pulang piala aff masa runer up terus :/ next baru kejar target segala yg berbau fifa . anak2 timnas udah keren bgt skrng gausah disayangkan lagi terus support krn ini membanggakan!,ekspetasi tinggi sih orang mana butuh proses rendah bawa pulang piala aff runer up kejar target bau fifa anak timnas keren banget sayang support bangga,Negatif
 sty nih kurang taktik anjir okelah gw maklumin banget lawan jepang kalah. tapi knpa pas lawan china tuh kmren kek nyepelehin bgt. ga ada rasa respect sama sekali anjir. mentang timnas mereka ada di paling bawah. kesannya kek halah china doang bisa nih buat coba-coba hmmm.,sty taktik anjing oke maklumin banget lawan jepang kalah pas lawan china tuh kemarin kayak nyepelehin banget respect anjing mentang timnas kesan kayak halah china doang cobacoba hmmm,Negatif
 itu rame bahas kekalahan timnas (lebih ke yg tweet negatif ) sama bahas illit.,ramai bahas kalah timnas tweet negatif bahas illit,Positif
selama  jadi ketua pssi hanya menghasilkan buzzer timnas bumn dan influencer palkon makelar pemain turunan belanda. main jelek dan kalahpun para buzzer serempak bilang meski kalah tetap bangga .,ketua pssi hasil buzzer timnas bumn influencer palkon makelar main turun belanda main jelek kalah buzzer serempak bilang kalah bangga,Negatif
 ga kecewa kalah lawan jepang ya tapi agak kecewa sama finishing pemain timnas dan gua masih kesel kenapa pas lawan china gabisa curi point? padahal di situ butuh point bgt,kecewa kalah lawan jepang iya kecewa finishing main timnas kesel pas lawan china curi point situ butuh point banget,Negatif
 jawabannya: selalu #makeyourmove timnas indonesia #timnasday   ,jawab timnas indonesia,Netral
  4. sementara jarak pemain timnas agak berjauhan. sehingga memudahkan pemain jepang utk pressing pemain timnas.,4 jarak main timnas jauh mudah main jepang pressing main timnas,Negatif
 contoh orang yg baru nonton timnas udah ngatur suporter belakang tribun macam la grande/ultras garuda yg nemenin timnas dari masa suram dasar aneh fomo. mereka lebih banyak andil buat timnas daripada sampean,contoh orang tonton timnas atur suporter tribun grandeultras garuda nemenin timnas suram dasar aneh fomo andil timnas sampean,Netral
masih ga habis pikir kenapa pelatih bisa ngomong begitu kalau emang dia ga bisa masuk ke timnas kenapa harus di naturalisasi? proses naturalisasi kan pasti ada campur tangan pelatih bukan ketum sama pssi doang.,habis pikir latih omong masuk timnas naturalisasi proses naturalisasi campur tangan latih tum pssi doang,Positif
respect! supporter jepang tinggalkan gbk dalam keadaan bersih. harus kita contoh nih #timnas #timnasday https://t.co/d6ole2ting,respect supporter jepang tinggal gbk bersih contoh,Netral
 kenapa seolah2 timnas ini langganan pildun dan kalah oleh tim medioker? yang perlu dievaluasi itu ekspektasi netizen sendiri. indonesia itu kolamnya masih asia pildun? jauh jauh banget malah. minimal konsisten dulu bermain di piala asia baru kita ngomongin pildun,seolah2 timnas langgan pildun kalah tim medioker evaluasi ekspektasi netizen indonesia kolam asia pildun banget minimal konsisten main piala asia omong pildun,Negatif
pemainnya yg ampas tp pelatihnya yg kena semprot... ga ngerti lg ama fans timnas wkwkwk,main ampas latih kena semprot erti fan timnas wkwkwk,Negatif
jing blio nonton timnas dan deket bgt..... pasti km orang kaya ya ica mana selalu nonton,anjing blio tonton timnas banget orang kayak iya ica tonton,Negatif
futsal antar sekolah di indonesia arena senayanðÿ‡®ðÿ‡©ðÿ‡®ðÿ‡©ðÿ‡®ðÿ‡©. semoga pro futsal league dan match timnas bisa digelar disiniðÿ‡®ðÿ‡© https://t.co/jrewrxzksl,futsal sekolah indonesia arena senayan moga profesional futsal league match timnas gelar,Positif
 erick thohir ungkap siap bertanggung jawab atas kekalahan timnas indonesia https://t.co/pzvfatoqyu,erick thohir tanggung kalah timnas indonesia,Negatif
alasan pemain belum masuk atau susah tembus di squad inti timnas yaa ... itu hak pelatih tapi klo alasannya begitu arhan jauh lebih ga layak daripada eliano no 22 juga masih jauh dari kata bagus di posisi midfildernya kambuaya layak starter jika ivar absen,alas main masuk susah tembus squad inti timnas iya hak latih alas arhan layak eliano no 22 bagus posisi midfildernya kambuaya layak starter ivar absen,Negatif
ketua umum (ketum) pssi  meminta maaf karena timnas indonesia kalah 0-4 dari jepang di matchday kelima grup c babak ketiga kualifikasi piala dunia 2026 zona asia. erick mengaku bertanggung jawab penuh akan kekalahan garuda di laga krusial tersebut. https://t.co/kkf6ipmdud,ketua tum pssi maaf timnas indonesia kalah 04 jepang matchday grup sih babak tiga kualifikasi piala dunia 2026 zona asia erick aku tanggung penuh kalah garuda laga krusial,Negatif
apa yang perlu di perbaiki dari timnas indonesia ? tentu saja skill dan kerja sama pemain lah apalagi udah capek gonta ganti pelatih ketum federasi dll tinggal gimana caranya maksimalin tuh pemain yg ada udah itu doang,baik timnas indonesia skill kerja main capek gonta ganti latih tum federasi lain tinggal maksimalin tuh main doang,Positif
 andai seluruh pemain timnas selevel dgn verdonk diks mees jay haye pasti akan lain ceritanya mereka pemain dgn level paling tinggi di timnas itupun mereka masih dianggap pemain dgn standard normal dan biasa aja di eropa dan pemain timnas sisanya memang sangat dibawah mereka,andai main timnas level verdonk diks mees jay haye cerita main level timnas itu anggap main standard normal eropa main timnas sisa bawah,Netral
  gada gua bilang gitu lucu aja lu bilang gada yang namanya susah buat adaptasi cuma gara gara pemain kaliber atasdiaspora kaliber atas yang di timnas sekarang cuma jay hilgers calvin paes diks sisanya? sorry to say dapet menit main di klub aja ga pernah .,bilang lucu bilang nama susah adaptasi gara gara main kaliber atasdiaspora kaliber timnas jay hilgers calvin paes diks sisa maaf sayang menit main klub,Negatif
  direct football sty emg ngebosenin tapi faktor gak menangnya timnas bukan semata2 soal taktik. ada bonding team tactic understading team cohesion banyak. mana rata2 pemain kita baru. yah lu disuru kerja kelompok sm orang asing juga awalnya pasti ha ho ha ho,direct football sty ngebosenin faktor menang timnas semata2 taktik bonding team tactic understading team cohesion rata main iya disuru kerja kelompok orang asing tertawa ho tertawa ho,Positif
dan untuk pak erick minta tolong ole dipercepat ya pak sama ajak negara lain buat match sama timnas indonesia kita yg perlu kita bangun adalah chemistry sekarang biar mereka lebih kompak lagi untuk coach sty semangat ngelatih timnas indo next semoga menang,erick tolong ole cepat iya ajak negara match timnas indonesia bangun chemistry biar kompak coach sty semangat ngelatih timnas indonesia moga menang,Positif
apa akun ig mooud bonyadifard? biodata wasit laga timnas indonesia vs jepang hari ini: instagram umur karir https://t.co/9mbszxipph,akun ig mooud bonyadifard biodata wasit laga timnas indonesia vs jepang instagram umur karir,Negatif
 sebenernya si realistis aja ketemu jepang mereka langganan piala dunia sedangkan kita timnas nya baru berkembang yang bikin gua kesel adalah ketika ketemu china kenapa line up menyepelekan? jepang aja yang dah pasti masuk piala dunia ga pernah line up pemain menyepelekan lawan,sih realistis ketemu jepang langgan piala dunia timnas iya kembang bikin kesel ketemu china line up sepele jepang masuk piala dunia line up main sepele lawan,Positif
  tp ttep aj aih dia g bs main d timnas manapun kan pindah federasi cum satu kali. tp bisa klo sbg warga biasa,aih main timnas mana pindah federasi cum kali warga,Positif
   haha tolol kan pelatih macam sty sorry to say timnas bisa sampai sini bukan karena pelatihnya tpi karena pemain diaspora sendiri yg punya kualitas . yakin seyakinnya kalau pelatih dari eropa bisa membuat para pemain jadi lebih garang dan game play nya pasti enak di tonton,tertawa tolol latih sty maaf sayang timnas latih main diaspora kualitas yakin latih eropa main garang game play iya enak tonton,Positif
 makanya timnas kita ini tugasnya berat. selain main di lapangan tugasnya juga dongkrak elaktibilitas politisi males banget liat kandang monyet isinya nangisin et mau mundur semua. geli.,timnas tugas berat main lapang tugas dongkrak elaktibilitas politis malas banget lihat kandang monyet isi nangisin et mundur geli,Negatif
   lobi bisa bayar gajinya gimana? lu mau tiket habis ini naik 2 kali lipat terus siaran free to air di rcti dijual hak siarnya ke rcti plus jd lo gabisa nonton timnas gratisan di tv buat jadi uang pemasukan baru? stop mengira pssi kaya ajg bisa datwngun pelatih top,lobi bayar gaji tiket habis 2 kali lipat siar free air rcti jual hak siar rcti plus tonton timnas gratis tv uang pasu stop pssi kayak ajg datwngun latih top,Positif
  sy punya tandatangan beliau ini di jersey kw timnas sy tahun 2012 pas main tur nusantara di kutai timur. tur yg gak masuk akal. jarak dari bandara aja 8-9jam. sayangnya tandatangannya luntur karena kecuci.,tandatangan beliau jersey timnas 2012 pas main tur nusantara kuta timur tur masuk akal jarak bandara 89jam sayang tandatangannya luntur cuci,Netral
  anjay. kl masalah timnas mah gabisa setengah2,anjay timnas mah setengah2,Negatif
ya emang gimana ya? masa mau marah2 kalo kalah wkwkkw lagian jepang emang kuat banget jadi yaaa gitu. semangat terus buat timnas indo! smoga kedepannya jauh lebih baik lagii,iya iya marah kalah tertawa jepang kuat banget iya semangat timnas indonesia moga depan,Positif
nunggu nya hampr sebulan giliran main di bantae 4-0 kan bikindasar timnas,tunggu iya hampr bulan gilir main bantae 40 bikindasar timnas,Negatif
it's ok lah kalau timnas gagal lolos di round 3 ini. yang penting bahrain juga gak lolos,its ok timnas gagal lolos round 3 bahrain lolos,Negatif
 lu ga tau pak erick bilang dia mau keluar pssi kalau timnas kalah terus? sekarang lu pilih lebih baik pak erick keluar atau #styout?,erick bilang pssi timnas kalah pilih erick,Negatif
cek jersey timnas indonesia 2023 grade ori home third dengan harga rp117.520. dapatkan di shopee sekarang! https://t.co/mednli6k0f https://t.co/roehegxhn0,cek jersey timnas indonesia 2023 grade orisinal home third harga rp117520 dapat shopee,Positif
 sering salah umpan passing akurat 75% sementara jepang passing akurat 95% dan kenapa eliano selalu dicoret di dua game teralhir dan kenapa eliano bawa skuad kiper timnas sampai 3 pemain rasanya tidak efisien,salah umpan passing akurat 75 jepang passing akurat 95 eliano coret game teralhir eliano bawa skuad kiper timnas 3 main efisien,Netral
tetap dukung timnas disetiap laga danrem 082/cpyj brigjen tni heri rustandi didampingi dandim 0815/mojokerto letkol inf rully noriza s.i.p. m.i.p. bersama forkopimda kota mojokerto dan masyarakat nonton bareng pertandingan kualifikasi piala dunia zona asia https://t.co/hqabmcv9he,dukung timnas tiap laga danrem 082cpyj brigjen tni heri rustandi damping dandim 0815mojokerto letkol inf rully noriza sip mip forkopimda kota mojokerto masyarakat tonton bareng tanding kualifikasi piala dunia zona asia,Positif
pelatih pnya banyak plan ketika timnya buntu dalam menyerang lucu juga jika plannya memainkan pemain yg bukan di posisinya tapi dibutuhkan throw in nya tapi liat semalem? ga guna wkwk. tapi kembali lagi tidak ber ekspektasi banyak soal timnas saat ini apalagi lawannya jepang,latih plan tim buntu serang lucu plan main main posisi butuh throw iya lihat semalem wkwk ber ekspektasi timnas lawan jepang,Negatif
